word,splitted,freqcount,cdcount
options,op-tions,715,545
dessert,des-sert,715,532
answering,an-swe-ring,715,614
rubber,rub-ber,714,468
clinic,cli-nic,714,361
schools,schools,714,476
recommend,re-com-mend,714,603
afterwards,af-ter-wards,714,608
cave,cave,713,365
thick,thick,713,564
remote,re-mote,713,500
skinny,skin-ny,713,456
brand,brand,712,499
Elaine,E-laine,712,174
fans,fans,711,450
polite,po-lite,711,592
Dallas,Dal-las,711,181
culture,cul-ture,711,474
Jonathan,Jo-nat-han,711,140
theme,theme,710,449
claims,claims,710,550
blonde,blonde,710,451
painted,pain-ted,710,548
aid,aid,709,496
darn,darn,709,527
Mason,Ma-son,709,162
Tyler,Ty-ler,709,138
counter,coun-ter,709,540
conscience,cons-cience,709,518
tag,tag,708,481
pound,pound,708,493
oxygen,o-xy-gen,708,399
Jo,Jo,707,171
Claus,Claus,707,238
Griffin,Grif-fin,707,104
machines,mac-hines,707,457
religion,re-li-gion,707,440
religious,re-li-gious,707,525
combat,com-bat,706,396
construction,cons-truc-tion,706,457
Sherry,Sher-ry,705,192
audition,au-di-tion,705,307
Transcript,Trans-cript,705,615
Sammy,Sam-my,704,185
blessed,blessed,704,477
sweater,swea-ter,704,466
laughter,laugh-ter,704,396
Travis,Tra-vis,703,215
commission,com-mis-sion,703,435
dame,dame,702,329
shave,shave,702,497
Jewish,Je-wish,702,350
temperature,tem-pe-rature,702,497
flow,flow,701,484
sail,sail,701,346
drill,drill,701,466
principal,prin-ci-pal,701,366
gain,gain,700,587
Germany,Ger-ma-ny,699,310
crown,crown,698,363
Baker,Ba-ker,698,264
packing,pac-king,698,574
Brooklyn,Broo-klyn,698,320
wreck,wreck,697,518
granted,gran-ted,697,582
tradition,tra-di-tion,697,524
zoo,zoo,696,386
poem,po-em,696,314
unique,u-nique,696,529
Bonnie,Bon-nie,696,159
species,spe-cies,696,419
Lawrence,Law-rence,696,205
bugs,bugs,695,419
pages,pa-ges,695,498
tennis,ten-nis,695,403
similar,si-mi-lar,695,575
ad,ad,694,432
chop,chop,694,453
sticks,sticks,694,564
muscle,mus-cle,694,528
barn,barn,693,395
Manny,Man-ny,693,122
cherry,cher-ry,693,377
leather,leat-her,693,489
tooth,tooth,692,401
counts,counts,691,592
jam,jam,690,461
Tokyo,To-k-yo,690,300
emperor,em-pe-ror,690,184
cheering,chee-ring,690,321
moral,mo-ral,689,526
Daisy,Dai-sy,689,178
confirmed,con-firmed,689,494
Ambassador,Am-bas-sa-dor,689,226
intelligent,in-tel-li-gent,689,543
lap,lap,687,519
Baron,Ba-ron,687,130
blah,blah,686,197
steam,steam,686,408
sheep,sheep,685,392
Berlin,Ber-lin,685,220
adventure,a-dven-ture,685,466
punishment,pu-nis-hment,685,514
exam,e-xam,684,382
gates,gates,684,345
penis,pe-nis,684,345
gum,gum,683,442
Sarge,Sarge,683,190
demons,de-mons,683,307
suitcase,suit-case,683,371
equal,e-qual,682,535
poetry,poe-t-ry,682,389
operate,o-pe-rate,682,533
bottles,bot-tles,682,459
struggle,strug-gle,682,540
fools,fools,681,509
replace,re-place,681,575
grabbed,grabbed,680,569
smaller,smal-ler,680,552
citizen,ci-ti-zen,680,515
freezing,free-zing,680,534
possession,pos-ses-sion,680,522
Western,Wes-tern,679,466
thunder,thun-der,679,350
pigs,pigs,678,438
wheels,wheels,678,535
wicked,wic-ked,678,449
halfway,hal-fway,678,585
session,ses-sion,678,522
Stephen,Step-hen,678,144
abandoned,a-ban-doned,678,538
heavens,hea-vens,677,488
interests,in-terests,677,515
surrounded,sur-roun-ded,677,579
Burt,Burt,676,87
digging,dig-ging,676,493
fellows,fel-lows,676,446
paradise,pa-ra-dise,676,420
palm,palm,675,435
motive,mo-tive,675,387
pit,pit,674,450
hut,hut,674,211
toys,toys,674,437
shove,shove,674,539
waves,waves,674,414
shell,shell,674,403
cattle,cat-tle,674,264
magnificent,ma-gni-fi-cent,674,517
stink,stink,673,513
stable,sta-ble,673,488
waiter,wai-ter,673,433
pile,pile,672,529
basket,bas-ket,672,428
nurses,nur-ses,672,399
tracking,trac-king,672,468
whip,whip,671,473
sire,si-re,671,100
motor,mo-tor,671,470
bells,bells,671,383
fucker,fucker,671,379
musical,mu-si-cal,671,421
marvelous,mar-ve-lous,671,422
determined,de-ter-mined,671,573
parent,pa-rent,670,475
missile,mis-sile,670,207
recent,re-cent,669,583
useful,u-seful,669,565
hooked,hooked,669,551
complex,com-plex,669,497
monitor,mo-ni-tor,669,472
incredibly,in-cre-di-bly,668,539
organization,or-ga-ni-za-tion,668,442
Jill,Jill,667,138
stroke,stroke,667,463
backwards,bac-kwards,667,520
prevent,pre-vent,666,544
accused,ac-cused,666,459
engagement,en-ga-gement,666,431
rap,rap,665,429
goose,goose,665,376
messing,mes-sing,665,562
chuckles,chuc-kles,665,278
temporary,tem-po-ra-ry,665,533
Halloween,Hal-lo-ween,665,254
limit,li-mit,664,561
tapes,tapes,664,377
Howdy,How-dy,664,368
phones,phones,664,500
blade,blade,663,392
appeal,ap-peal,663,486
drawer,drawer,663,462
despite,des-pite,663,554
propose,pro-pose,663,506
superior,su-pe-ri-or,663,504
cried,cried,662,514
eleven,e-le-ven,662,469
blanket,blan-ket,662,480
Bernard,Ber-nard,662,156
identity,i-den-ti-ty,662,474
maintain,main-tain,661,529
mob,mob,660,384
cigar,ci-gar,660,387
inches,inc-hes,660,473
refused,re-fused,660,551
survived,sur-vived,660,545
delighted,de-ligh-ted,660,504
sack,sack,659,504
matches,matc-hes,659,518
clerk,clerk,658,405
properly,pro-per-ly,658,576
lamp,lamp,657,384
scout,scout,657,411
award,a-ward,657,381
Rusty,Rus-ty,657,247
resist,re-sist,657,529
parade,pa-rade,657,421
Gloria,Glo-r-ia,657,156
shaking,sha-king,657,554
profile,pro-file,657,463
activity,ac-ti-vi-ty,657,519
appropriate,ap-pro-pria-te,657,577
drank,drank,656,536
stepped,stepped,656,576
suffered,suf-fered,656,574
Kenny,Ken-ny,655,167
heroes,he-roes,655,433
exhausted,ex-haus-ted,655,560
fits,fits,654,530
dive,dive,654,330
minor,mi-nor,654,531
hatch,hatch,654,258
comment,com-ment,654,489
mistaken,mis-ta-ken,654,549
landed,lan-ded,653,520
approaching,ap-proac-hing,653,495
Hiya,Hiy-a,652,390
handled,han-dled,652,569
fighter,figh-ter,652,367
medication,me-di-ca-tion,652,435
authorities,aut-ho-ri-ties,652,534
environment,en-vi-ron-ment,652,461
wears,wears,651,569
Stuart,Stuart,651,86
manners,man-ners,651,512
beloved,be-loved,651,484
expression,ex-pres-sion,651,549
Hawk,Hawk,650,249
chamber,cham-ber,650,398
task,task,649,488
Sookie,Soo-kie,649,117
effects,ef-fects,649,491
swallow,swal-low,649,476
sales,sales,648,447
capital,ca-pi-tal,648,491
catching,catc-hing,648,574
et,et,647,377
tub,tub,647,461
toe,toe,647,386
chin,chin,647,465
lobby,lob-by,647,453
conditions,con-di-tions,647,498
Edgar,Ed-gar,646,170
earned,earned,646,560
string,string,646,505
empire,em-pire,646,370
highest,hig-hest,646,533
nap,nap,645,487
eats,eats,645,535
pump,pump,645,458
stations,sta-tions,645,375
developed,de-ve-loped,645,529
production,pro-duc-tion,645,403
description,des-crip-tion,645,512
con,con,644,387
inform,in-form,644,512
deeper,dee-per,644,477
actors,ac-tors,644,327
twist,twist,643,464
beard,beard,643,399
passes,pas-ses,643,522
related,re-la-ted,643,521
bid,bid,642,357
pole,pole,642,394
typical,ty-pi-cal,642,503
ye,ye,641,304
realise,rea-li-se,641,386
remarkable,re-mar-ka-ble,641,515
ex,ex,640,351
Bingo,Bin-go,640,449
soccer,soc-cer,640,261
bitches,bitc-hes,640,390
complain,com-plain,640,518
creatures,crea-tures,640,442
entertainment,en-ter-tain-ment,640,480
insult,in-sult,639,536
Philip,Phi-lip,639,169
toes,toes,638,510
apply,ap-ply,638,525
plates,plates,638,460
Abby,Ab-by,637,102
Korea,Ko-rea,637,307
happier,hap-pi-er,637,533
Seattle,Seat-t-le,637,274
acts,acts,636,527
slap,slap,636,483
Troy,Troy,636,100
Colin,Co-lin,636,121
sheets,sheets,636,455
hammer,ham-mer,636,395
choices,choi-ces,636,518
Germans,Ger-mans,636,209
producer,pro-du-cer,636,351
Catholic,Cat-holic,636,336
neat,neat,635,506
suspects,sus-pects,635,436
rehearsal,re-hear-sal,635,351
rear,rear,634,458
breasts,breasts,634,409
Leonard,Leo-nard,634,128
covering,co-vering,634,546
railroad,rail-road,634,293
editor,e-di-tor,633,330
battery,bat-te-ry,633,399
Academy,A-ca-de-my,633,345
informed,in-formed,633,532
Tha,Tha,632,47
toss,toss,632,518
diner,di-ner,632,321
sailor,sai-lor,632,283
inch,inch,631,499
tire,ti-re,631,383
Broadway,Broa-dway,631,324
bump,bump,630,469
lawn,lawn,630,424
peanut,pea-nut,630,362
Russia,Rus-sia,630,276
invisible,in-vi-si-ble,630,394
fond,fond,629,494
Dana,Da-na,629,157
phase,phase,629,409
purple,pur-ple,629,422
quietly,qui-e-tly,629,522
convention,con-ven-tion,629,331
revolution,re-vo-lu-tion,629,323
item,i-tem,628,432
thus,thus,628,382
goods,goods,628,433
Hitler,Hi-tler,628,232
Manhattan,Man-hat-tan,628,381
excitement,ex-ci-tement,628,523
pan,pan,627,366
tits,tits,627,338
stinks,stinks,627,483
thirsty,thirs-ty,627,507
episode,e-pi-sode,627,462
cheated,chea-ted,627,442
forgetting,for-get-ting,627,547
passengers,pas-sen-gers,627,346
tend,tend,626,543
coma,co-ma,626,362
cruise,cruise,626,395
fooling,foo-ling,626,508
pockets,poc-kets,626,446
Diego,Die-g-o,625,243
Spike,Spike,625,185
critical,cri-ti-cal,625,480
development,de-ve-lo-pment,625,463
tragic,tra-gic,624,509
Mexican,Me-xi-can,624,405
Commissioner,Com-mis-sio-ner,624,184
handy,han-dy,623,464
placed,placed,623,534
sharing,sha-ring,623,529
attached,at-tached,623,540
graduate,gra-dua-te,623,446
Superman,Su-per-man,623,165
advise,a-dvise,622,499
mothers,mot-hers,622,465
signature,si-gna-ture,622,464
dismissed,di-smissed,622,463
suggestion,sug-ges-tion,622,519
labor,la-bor,621,412
robot,ro-bot,621,216
accent,ac-cent,621,447
Hollow,Hol-low,621,298
scientist,scien-ti-st,621,397
entry,en-try,620,449
behalf,be-half,620,536
actions,ac-tions,620,487
helpful,hel-pful,619,543
buddies,bud-dies,619,461
servant,ser-vant,619,385
permanent,per-ma-nent,619,517
discussion,dis-cus-sion,619,543
generation,ge-ne-ra-tion,619,444
brass,brass,618,385
assigned,as-signed,618,489
captured,cap-tured,618,457
widow,wi-dow,617,378
permit,per-mit,617,449
terrorist,ter-ro-rist,617,313
kidnapping,ki-dnap-ping,617,340
dull,dull,616,468
July,Ju-ly,616,413
upper,up-per,616,484
dime,dime,615,473
retired,re-tired,615,472
psychiatrist,psyc-hia-tr-ist,615,376
motherfuckers,mot-herfuckers,615,241
crawl,crawl,614,469
vault,vault,614,237
fights,fights,614,437
Kansas,Kan-sas,614,256
joining,joi-ning,614,538
discover,dis-co-ver,614,532
Hail,Hail,613,334
lemon,le-mon,613,344
Foster,Fos-ter,613,248
Magnum,Ma-gnum,613,86
underground,un-der-ground,613,406
tale,tale,612,435
Clay,Clay,612,215
loyal,loy-al,612,467
Ewing,E-wing,612,54
bargain,bar-gain,612,472
criminals,cri-mi-nals,612,433
tastes,tastes,611,511
beaten,bea-ten,611,492
Luther,Lut-her,611,148
precisely,pre-ci-sely,611,483
combination,com-bi-na-tion,611,460
log,log,610,397
cells,cells,610,366
tattoo,tat-too,610,336
Hawaii,Ha-wai-i,610,266
citizens,ci-ti-zens,610,458
employees,em-ploy-ees,610,431
link,link,609,399
basis,ba-sis,609,504
Allen,Al-len,609,197
fields,fields,609,424
relationships,re-la-tions-hips,609,474
Pam,Pam,608,119
jazz,jazz,608,305
needle,nee-dle,608,432
Ruby,Ru-by,607,151
sakes,sakes,607,513
Marco,Mar-co,607,110
idiots,i-di-ots,607,503
Buffalo,Buf-fa-lo,607,253
chef,chef,606,322
racing,ra-cing,606,293
mistress,mis-tress,606,297
Slim,Slim,605,253
bacon,ba-con,605,399
dishes,dis-hes,605,443
psychic,psyc-hic,605,309
treating,trea-ting,605,529
Chairman,Chair-man,605,265
attracted,at-trac-ted,605,433
farmer,far-mer,604,319
rocket,roc-ket,604,288
chapter,chap-ter,604,421
sunshine,suns-hine,604,400
unfortunate,un-for-tu-nate,604,506
pill,pill,603,387
frog,frog,603,271
thumb,thumb,603,404
comedy,co-me-dy,602,322
intended,in-ten-ded,601,527
terrorists,ter-ro-rists,601,262
weed,weed,600,286
Hart,Hart,600,148
wrapped,wrapped,600,514
shoulders,shoul-ders,600,494
operations,o-pe-ra-tions,600,419
owned,owned,599,497
cloud,cloud,599,388
boats,boats,599,338
tables,ta-bles,599,466
beings,bei-ngs,599,441
feeding,fee-ding,599,515
threatening,threa-tening,599,498
transferred,trans-ferred,599,466
pops,pops,598,374
dated,da-ted,598,452
Cohen,Co-hen,598,121
dining,di-ning,598,444
hooker,hoo-ker,598,327
shocked,shocked,598,504
Kennedy,Ken-ne-dy,598,239
explained,ex-plained,598,520
policeman,po-li-ceman,598,386
undercover,un-der-co-ver,598,330
Mount,Mount,597,400
Hopefully,Ho-pe-fully,597,512
hid,hid,596,460
Boo,Boo,596,302
fries,fries,596,413
picnic,pi-cnic,596,391
reckon,rec-kon,596,294
serving,ser-ving,596,506
chopper,chop-per,596,297
industry,in-dus-try,596,385
engineer,en-gi-neer,596,326
existence,e-xis-tence,596,475
individual,in-di-vi-du-al,596,486
lend,lend,595,484
Jacob,Ja-cob,595,115
Debbie,Deb-bie,595,156
loyalty,loy-al-ty,595,437
workers,wor-kers,595,391
shelter,shel-ter,595,375
splendid,splen-did,595,415
Yup,Yup,594,433
carpet,car-pet,594,384
divine,di-vine,594,372
management,ma-na-gement,594,423
spoil,spoil,593,502
raped,raped,593,306
Synchro,Sync-hro,593,549
beneath,be-neath,593,465
troubles,trou-bles,593,486
introduced,in-tro-duced,593,501
porn,porn,592,289
sheet,sheet,592,464
Southern,Sout-hern,592,398
ham,ham,591,335
lazy,la-zy,591,445
plot,plot,591,410
appearance,ap-pea-rance,591,498
medal,me-dal,590,296
crimes,crimes,590,426
betrayed,be-trayed,590,453
employee,em-ploy-ee,590,429
returning,re-tur-ning,590,523
dragged,dragged,589,517
reporting,re-por-ting,589,452
manner,man-ner,588,501
hockey,hoc-key,588,243
entering,en-te-ring,588,486
waitress,wai-tress,588,398
Ford,Ford,587,251
Veronica,Ve-ro-ni-ca,587,104
destruction,des-truc-tion,587,447
Eagle,Ea-gle,586,279
visual,vi-su-al,586,412
entitled,en-ti-tled,586,467
fingerprints,fin-ger-prints,586,374
sends,sends,585,527
Blake,Blake,585,154
newspapers,news-pa-pers,585,435
dish,dish,584,443
puppy,pup-py,584,383
active,ac-tive,584,464
denied,de-nied,584,431
discovery,dis-co-very,584,337
electricity,e-lec-tri-ci-ty,584,373
cuts,cuts,583,466
perfume,per-fume,583,391
shadows,sha-dows,583,357
unconscious,un-cons-cious,583,480
temper,tem-per,582,444
theatre,thea-t-re,582,236
operating,o-pe-ra-ting,582,436
bears,bears,581,339
pillow,pil-low,581,453
stones,stones,581,360
Graham,Graham,581,128
talented,ta-len-ted,581,446
teachers,teac-hers,581,380
roommate,room-mate,581,361
companies,com-pa-nies,581,367
cock,cock,580,313
safer,sa-fer,580,511
forms,forms,580,426
defeat,de-feat,580,403
approve,ap-prove,580,467
promises,pro-mi-ses,580,465
elephant,e-lep-hant,580,314
scientific,scien-ti-f-ic,580,386
slut,slut,579,388
alike,a-like,579,482
asses,as-ses,579,433
assumed,as-sumed,579,499
trailer,trai-ler,579,291
handling,han-dling,579,501
chemical,che-mi-cal,579,381
photograph,pho-to-graph,579,407
heal,heal,578,416
Greek,Greek,578,332
attacks,at-tacks,578,421
rage,rage,577,407
Diana,Dia-n-a,577,131
shrink,shrink,577,380
serial,se-ri-al,577,355
studied,stu-died,577,489
killers,kil-lers,577,406
absolute,a-bso-lute,577,491
practical,prac-ti-cal,577,454
Shakespeare,Sha-kespeare,577,289
potato,po-ta-to,576,385
slightly,sligh-tly,576,470
applause,ap-plause,576,362
gin,gin,575,317
Geez,Geez,575,381
Halt,Halt,575,369
exists,e-xists,575,470
paintings,pain-tings,575,249
necessarily,ne-ces-sa-ri-ly,575,505
whale,whale,574,231
Turner,Tur-ner,574,172
raising,rai-sing,574,487
Blanche,Blanche,574,93
Announcer,An-noun-cer,574,201
creep,creep,573,432
warden,war-den,573,192
peaceful,pea-ceful,573,467
assholes,ass-holes,573,385
Randy,Ran-dy,572,179
lovers,lo-vers,572,434
gig,gig,571,380
Wesley,We-sley,571,129
dentist,den-tist,571,294
immediate,im-me-dia-te,571,488
transport,trans-port,571,373
straighten,straigh-ten,571,480
complaining,com-plai-ning,571,505
rd,r-d,568,369
Gob,Gob,568,71
boot,boot,568,374
laying,lay-ing,568,492
affect,af-fect,568,482
bitter,bit-ter,568,456
creepy,cree-py,568,445
Bureau,Bu-reau,568,353
include,in-clude,568,496
billion,bil-lion,568,359
helpless,hel-pless,568,438
reception,re-cep-tion,568,420
ages,a-ges,567,472
tools,tools,567,401
brandy,bran-dy,567,287
luggage,lug-gage,567,374
annoying,an-noy-ing,567,454
nest,nest,566,367
safely,sa-fely,566,485
disturb,dis-turb,566,481
conduct,con-duct,566,455
assuming,as-su-ming,566,499
potatoes,po-ta-toes,566,405
wisdom,wis-dom,565,448
massage,mas-sage,565,356
function,func-tion,565,441
Patty,Pat-ty,564,206
produce,pro-duce,564,438
jewelry,je-welry,564,367
Arizona,A-ri-zo-na,564,268
Charley,Char-ley,564,61
thrilled,thrilled,564,484
boarding,boar-ding,564,378
nails,nails,563,432
Nelson,Nel-son,563,152
analysis,a-na-ly-sis,563,432
delay,de-lay,562,457
psycho,psyc-ho,562,428
Harbor,Har-bor,562,322
Latin,La-tin,561,342
Spain,Spain,561,245
Murray,Mur-ray,561,153
limited,li-mi-ted,561,460
register,re-gis-ter,561,423
September,Sep-tem-ber,561,341
shed,shed,560,412
reverse,re-verse,560,415
election,e-lec-tion,560,271
Ouch,Ouch,559,424
lick,lick,559,394
fetch,fetch,559,403
nerves,nerves,559,444
profit,pro-fit,559,430
column,co-lumn,559,299
intention,in-ten-tion,559,456
booze,booze,558,423
Shawn,Shawn,558,51
worker,wor-ker,558,418
extreme,ex-treme,558,450
verdict,ver-dict,558,323
Heather,Heat-her,558,124
emotions,e-mo-tions,558,400
assistance,as-sis-tance,558,447
bra,bra,557,323
lame,lame,557,439
Herr,Herr,557,122
airplane,air-plane,557,354
promotion,pro-mo-tion,557,391
Oops,Oops,556,434
rhythm,rhy-thm,556,333
Corps,Corps,555,267
rounds,rounds,555,416
Phoenix,Phoe-nix,555,227
cocktail,cock-tail,555,429
everyday,e-ve-ryday,555,414
von,von,554,158
Lance,Lance,554,130
honored,ho-nored,554,460
stubborn,stub-born,554,437
protected,pro-tec-ted,554,473
torn,torn,553,459
waters,wa-ters,553,380
smarter,smar-ter,553,452
concept,con-cept,553,441
pumpkin,pump-kin,553,275
clothing,clot-hing,553,429
grief,grief,552,450
comic,co-mic,552,302
Kay,Kay,551,133
sixth,sixth,551,412
dignity,di-gni-ty,551,418
deposit,de-po-sit,551,373
Franklin,Fran-klin,551,272
computers,com-pu-ters,551,334
suggesting,sug-ges-ting,551,474
Gotcha,Gotc-ha,550,432
Canada,Ca-na-da,550,292
instant,ins-tant,550,450
monsters,mons-ters,550,326
commitment,com-mi-tment,550,438
Jew,Jew,549,209
bits,bits,549,379
proved,proved,549,476
Orleans,Or-leans,549,206
passenger,pas-sen-ger,549,286
Jefferson,Jef-fer-son,549,228
understands,un-ders-tands,549,494
lip,lip,548,434
tool,tool,548,369
acted,ac-ted,548,476
beers,beers,548,382
Holly,Hol-ly,548,157
facing,fa-cing,548,472
salary,sa-la-ry,548,406
strictly,stric-tly,548,477
creative,crea-ti-ve,548,412
throughout,throug-hout,548,465
rod,rod,547,265
Cathy,Cat-hy,547,90
marked,marked,547,449
tissue,tis-sue,547,387
banana,ba-na-na,547,325
eternal,e-ter-nal,547,399
required,re-quired,547,459
Pope,Pope,546,246
subway,su-bway,546,338
campus,cam-pus,546,287
guessing,gues-sing,546,457
laughed,laughed,545,447
bowling,bow-ling,545,274
arguing,ar-gu-ing,544,461
Roberts,Ro-berts,544,165
Hector,Hec-tor,543,106
engines,en-gines,543,276
paranoid,pa-ra-noid,543,402
homeless,ho-meless,543,329
confident,con-fi-dent,543,461
lamb,lamb,542,322
Wong,Wong,542,97
drawn,drawn,542,461
barrel,bar-rel,542,373
wizard,wi-zard,542,217
require,re-quire,542,454
privilege,pri-vilege,542,442
fund,fund,541,388
Carmen,Car-men,541,91
worries,wor-ries,541,464
executive,e-xe-cu-tive,541,394
drown,drown,540,439
lungs,lungs,540,375
fleet,fleet,540,217
statue,sta-tue,540,317
twisted,twis-ted,540,452
capture,cap-ture,540,408
traitor,trai-tor,540,311
multiple,mul-ti-ple,540,409
separated,se-pa-ra-ted,540,444
Forty,For-ty,539,383
consequences,con-se-quen-ces,539,437
Philadelphia,Phi-la-delp-h-ia,539,260
begun,be-gun,538,461
kindly,kin-dly,538,434
exposed,ex-posed,538,423
payment,pay-ment,538,412
Detroit,De-troit,538,240
discussed,dis-cussed,538,467
goat,goat,537,338
pork,pork,537,316
bets,bets,537,277
Elvis,El-vis,537,214
tested,tes-ted,537,409
measure,mea-sure,537,445
compared,com-pared,537,493
adorable,a-do-ra-ble,537,436
countries,coun-tries,537,366
collar,col-lar,536,392
candles,can-dles,536,404
Houston,Hous-ton,536,182
effective,ef-fec-tive,536,475
Mars,Mars,535,209
root,root,534,382
Hans,Hans,534,90
Roman,Ro-man,534,207
shared,shared,534,473
injured,in-jured,534,434
lecture,lec-ture,534,408
accounts,ac-counts,534,391
passport,pass-port,534,285
publicity,pu-bli-ci-ty,534,361
dice,dice,533,295
blond,blond,533,373
parked,parked,533,454
fixing,fi-xing,533,436
parole,pa-role,533,290
grounds,grounds,533,422
witches,witc-hes,533,176
twin,twin,532,339
salesman,sa-lesman,532,374
believing,be-lie-ving,532,431
celebrating,ce-le-bra-ting,532,441
rug,rug,531,354
plug,plug,531,396
clubs,clubs,531,394
rumor,ru-mor,531,386
nanny,nan-ny,531,183
booked,booked,531,428
Sidney,Si-dney,531,94
crashed,crashed,531,391
bothered,bot-hered,531,473
paperwork,pa-per-work,531,430
Cal,Cal,530,131
rode,rode,530,386
unlike,un-like,530,480
tellin,tellin,530,364
meetings,mee-tings,530,419
lean,lean,529,427
freaked,freaked,529,444
Narrator,Nar-ra-tor,529,164
bee,bee,528,248
Coop,Coop,528,134
colors,co-lors,528,407
cooperate,coo-pe-rate,528,411
communication,com-mu-ni-ca-tion,528,433
