word,splitted,freqcount,cdcount
skyrockets,sky-roc-ke-ts,6,6
smoothness,smoot-hness,6,6
soothsayer,soot-hsay-er,6,6
stealthily,stealt-hi-ly,6,6
strikingly,stri-kin-gly,6,6
subculture,sub-cul-ture,6,6
subverting,su-bver-ting,6,6
suctioning,suc-tio-ning,6,6
sugarplums,su-garplums,6,6
suicidally,sui-ci-dal-ly,6,6
terminates,ter-mi-nates,6,6
theorizing,theo-ri-zi-ng,6,6
Timberland,Tim-ber-land,6,6
timekeeper,ti-mekeeper,6,6
tolerances,to-le-ran-ces,6,6
torrential,tor-ren-tial,6,6
transcribe,trans-cribe,6,6
transposed,trans-posed,6,6
trespasser,tres-passer,6,6
truckloads,truc-kloads,6,6
trumpeting,trum-pe-ting,6,6
untrusting,un-trus-ting,6,6
victimised,vic-ti-mised,6,6
wastelands,was-telands,6,6
wildcatter,wild-cat-ter,6,6
womanizers,wo-ma-nizers,6,6
abstention,abs-ten-tion,6,5
afflicting,af-flic-ting,6,5
alchemical,alc-he-mi-cal,6,5
bedspreads,beds-preads,6,5
birthstone,births-tone,6,5
Bolshevism,Bols-he-vi-sm,6,5
brainwaves,brain-waves,6,5
bridgehead,brid-gehead,6,5
centimetre,cen-ti-metre,6,5
certifying,cer-ti-fy-ing,6,5
conscripts,cons-cripts,6,5
conversant,con-ver-sant,6,5
deadlocked,dea-dlocked,6,5
descendent,des-cen-dent,6,5
deviations,de-via-ti-ons,6,5
Dictaphone,Dic-tap-hone,6,5
dictations,dic-ta-tions,6,5
epithelial,e-pit-he-lial,6,5
expedience,ex-pe-dien-ce,6,5
footbridge,foot-bridge,6,5
gratuities,gra-tui-ti-es,6,5
grievously,grie-vou-sly,6,5
habituated,ha-bi-tuated,6,5
impalement,im-pa-lement,6,5
lackluster,lac-klus-ter,6,5
levitating,le-vi-ta-ting,6,5
librarians,li-bra-ri-ans,6,5
lubricants,lu-bri-cants,6,5
matchbooks,match-books,6,5
mountebank,moun-te-bank,6,5
Neapolitan,Nea-po-li-t-an,6,5
overhauled,o-ver-hauled,6,5
paedophile,pae-dop-hile,6,5
pinstripes,pins-tripes,6,5
razzmatazz,raz-zma-tazz,6,5
rechecking,rec-hec-king,6,5
recoilless,re-coil-less,6,5
remainders,re-mainders,6,5
remarrying,re-mar-ry-ing,6,5
reparation,re-pa-ra-tion,6,5
reproaches,re-proac-hes,6,5
riboflavin,ri-bo-fla-vin,6,5
saltshaker,salts-haker,6,5
saxophones,sa-xop-hones,6,5
scorecards,sco-recards,6,5
sexualized,se-xua-li-zed,6,5
smackeroos,smac-keroos,6,5
socialized,so-cia-lized,6,5
stockpiles,stock-piles,6,5
straightly,straigh-tly,6,5
tarantella,ta-ran-tel-la,6,5
timepieces,ti-me-pieces,6,5
transitive,tran-si-tive,6,5
twittering,twit-tering,6,5
unplugging,un-plug-ging,6,5
unreadable,un-rea-da-ble,6,5
unsociable,un-so-cia-ble,6,5
verifiable,ve-ri-fia-b-le,6,5
whereabout,whe-rea-bout,6,5
whitewalls,whi-tewalls,6,5
accomodate,ac-co-mo-date,6,4
acoustical,a-cous-ti-cal,6,4
amplifiers,am-pli-fi-ers,6,4
Archdeacon,Arch-deacon,6,4
bottomland,bot-tom-land,6,4
busybodies,bu-sy-bo-dies,6,4
candelabra,can-de-la-bra,6,4
catatonics,ca-ta-to-nics,6,4
chieftains,chief-tains,6,4
coherently,co-he-ren-tly,6,4
conduction,con-duc-tion,6,4
cordillera,cor-dil-lera,6,4
dismounted,di-smounted,6,4
exemptions,e-xemp-tions,6,4
farsighted,far-sigh-ted,6,4
fermenting,fer-men-ting,6,4
foreshadow,fo-res-hadow,6,4
gunrunners,gun-runners,6,4
hijackings,hi-jac-kings,6,4
hydrophone,hy-drop-hone,6,4
infernally,in-fer-nal-ly,6,4
Mackintosh,Mac-kin-tosh,6,4
maidenhood,mai-den-hood,6,4
mizzenmast,miz-zen-mast,6,4
motorcades,mo-tor-cades,6,4
overthrows,o-verthrows,6,4
pacemakers,pa-ce-makers,6,4
Pathfinder,Pat-hfin-der,6,4
propitious,pro-pi-tious,6,4
Reservists,Re-ser-vists,6,4
saccharine,sacc-ha-rine,6,4
Smithfield,Smit-hfield,6,4
sororities,so-ro-ri-ties,6,4
spellcheck,spellc-heck,6,4
statehouse,sta-tehouse,6,4
acquitting,ac-quit-ting,6,3
Amphitryon,Amp-hi-tr-yon,6,3
ejaculator,e-ja-cu-lator,6,3
gadolinium,ga-do-li-nium,6,3
interfaith,in-ter-faith,6,3
peppercorn,pep-percorn,6,3
Pepperidge,Pep-pe-ridge,6,3
Springwood,Sprin-gwood,6,3
toadstools,toads-tools,6,3
topgallant,top-gal-lant,6,3
whisperers,whis-perers,6,3
Chirruping,Chir-ru-ping,6,2
commingled,com-min-gled,6,2
Embroiders,Em-broiders,6,2
hammertoes,ham-mertoes,6,2
jawbreaker,jaw-breaker,6,2
phagocytes,pha-go-cytes,6,2
phrenology,phre-no-lo-gy,6,2
Quicksands,Quic-ksands,6,2
radiometer,ra-dio-meter,6,2
superduper,su-perduper,6,2
Chocaholic,Cho-ca-ho-lic,6,1
Lachrymose,Lac-hry-mose,6,1
spermaceti,sper-ma-ce-ti,6,1
absurdities,a-bsur-di-ties,6,6
acupressure,a-cu-pressure,6,6
administers,a-dmi-nis-ters,6,6
Amalgamated,A-mal-ga-ma-ted,6,6
androgynous,an-dro-gy-nous,6,6
atrociously,a-tro-cio-usly,6,6
barricading,bar-ri-ca-ding,6,6
bludgeoning,blud-geo-ning,6,6
blunderbuss,blun-derbuss,6,6
booksellers,boo-ksel-lers,6,6
boutonniere,bou-tonniere,6,6
bradycardic,bra-dy-car-dic,6,6
brightening,brigh-tening,6,6
chairperson,chair-per-son,6,6
coagulation,coa-gu-la-ti-on,6,6
complements,com-ple-ments,6,6
constituent,cons-ti-tu-ent,6,6
criminality,cri-mi-na-li-ty,6,6
culpability,cul-pa-bi-li-ty,6,6
disconnects,dis-con-nects,6,6
discourtesy,dis-cour-te-sy,6,6
disinfected,di-sin-fected,6,6
disinterest,di-sin-te-rest,6,6
disquieting,dis-qui-e-ting,6,6
enforceable,en-for-cea-ble,6,6
exfoliating,e-xfo-lia-ting,6,6
exhibitions,ex-hi-bi-tions,6,6
experiencer,ex-pe-rien-cer,6,6
frequenting,fre-quen-ting,6,6
fundraisers,fun-drai-sers,6,6
grammatical,gram-ma-ti-cal,6,6
graphically,grap-hi-cally,6,6
highlighter,hig-hlighter,6,6
hunchbacked,hunch-backed,6,6
hydrocarbon,hy-dro-car-bon,6,6
illuminates,il-lu-mi-nates,6,6
inestimable,i-nes-timable,6,6
interlocked,in-ter-locked,6,6
intractable,in-trac-ta-ble,6,6
irreparably,ir-re-pa-ra-bly,6,6
irritations,ir-ri-ta-tions,6,6
levelheaded,le-vel-headed,6,6
lobotomized,lo-bo-to-mized,6,6
malevolence,ma-le-vo-lence,6,6
meditations,me-di-ta-tions,6,6
mentholated,ment-ho-lated,6,6
mesmerizing,me-sme-ri-zing,6,6
noninvasive,no-nin-va-sive,6,6
nucleotides,nu-cleo-ti-des,6,6
omnipresent,om-ni-pre-sent,6,6
overfeeding,o-ver-feeding,6,6
pocketbooks,poc-ket-books,6,6
precipitate,pre-ci-pi-tate,6,6
precipitous,pre-ci-pi-tous,6,6
predictably,pre-dic-ta-bly,6,6
prioritized,prio-ri-ti-zed,6,6
Rastafarian,Ras-ta-fa-rian,6,6
reassembled,reas-sem-bl-ed,6,6
recombinant,re-com-bi-nant,6,6
redoubtable,re-doub-ta-ble,6,6
replenished,re-ple-nished,6,6
scorekeeper,sco-re-keeper,6,6
selectively,se-lec-ti-vely,6,6
shepherdess,shep-herdess,6,6
snowballing,snow-bal-ling,6,6
stereotyped,ste-reo-ty-ped,6,6
straightens,straigh-tens,6,6
tambourines,tam-bourines,6,6
thickheaded,thick-headed,6,6
titillation,ti-til-la-tion,6,6
unadvisedly,u-na-dvi-sedly,6,6
undershorts,un-dershorts,6,6
underthings,un-derthings,6,6
undervalued,un-der-va-lued,6,6
unnaturally,un-na-tu-rally,6,6
unregulated,un-re-gu-la-ted,6,6
unwholesome,unw-ho-lesome,6,6
viciousness,vi-cio-usness,6,6
voyeuristic,voy-e-u-ristic,6,6
wallpapered,wall-pa-pered,6,6
washerwoman,was-her-woman,6,6
wholesalers,who-le-salers,6,6
workaholics,wor-ka-ho-lics,6,6
adjudicated,ad-ju-di-ca-ted,6,5
anesthetist,a-nest-he-tist,6,5
archbishops,arch-bishops,6,5
Australians,Aus-tra-lians,6,5
backstreets,backs-treets,6,5
Boilermaker,Boi-ler-ma-ker,6,5
bullshitted,bulls-hitted,6,5
chauffeured,chauf-feured,6,5
commonality,com-mo-na-li-ty,6,5
cornflowers,corn-flo-wers,6,5
crestfallen,cres-tfal-len,6,5
crustaceans,crus-ta-ceans,6,5
directorial,di-rec-to-ri-al,6,5
displeasing,dis-plea-sing,6,5
encompassed,en-com-passed,6,5
geometrical,geo-me-tri-c-al,6,5
haemorrhoid,hae-morr-hoid,6,5
hairbrushes,hair-brus-hes,6,5
Hammersmith,Ham-mer-smith,6,5
hypotension,hy-po-ten-sion,6,5
maidservant,mai-dser-vant,6,5
meteorology,me-teo-ro-lo-g-y,6,5
mythologies,myt-ho-lo-gies,6,5
nonphysical,nonp-hy-si-cal,6,5
parasailing,pa-ra-sai-ling,6,5
recitations,re-ci-ta-tions,6,5
recuperated,re-cu-pe-rated,6,5
respirators,res-pi-ra-tors,6,5
saxophonist,sa-xop-ho-nist,6,5
shouldering,shoul-de-ring,6,5
subjunctive,sub-junc-tive,6,5
teaspoonful,teas-poon-ful,6,5
treasonable,trea-so-na-ble,6,5
uncommitted,un-com-mit-ted,6,5
undemanding,un-de-man-ding,6,5
woodpeckers,wood-pec-kers,6,5
approbation,ap-pro-ba-tion,6,4
bodysurfing,bo-dy-sur-fing,6,4
chiaroscuro,chia-ros-cu-ro,6,4
floorwalker,floor-walker,6,4
footballers,foot-ballers,6,4
handicrafts,han-di-crafts,6,4
laparoscopy,la-pa-ros-copy,6,4
objectified,ob-jec-tified,6,4
oxygenation,o-xy-ge-na-tion,6,4
palpitation,pal-pi-ta-tion,6,4
proprietors,pro-prie-to-rs,6,4
retaliating,re-ta-lia-ti-ng,6,4
sacramental,sa-cra-men-tal,6,4
stabilising,sta-bi-li-sing,6,4
Timberlands,Tim-ber-lands,6,4
windowpanes,win-dow-panes,6,4
champignons,cham-pi-gnons,6,3
chocolatier,cho-co-la-tier,6,3
Clarksville,Clar-ksville,6,3
Gerontology,Ge-ron-to-lo-gy,6,3
lectureship,lec-tureship,6,3
unvarnished,un-var-nished,6,3
valediction,va-le-dic-tion,6,3
wildcatting,wild-cat-ting,6,3
chloroquine,chlo-ro-quine,6,2
horseplayer,hor-seplayer,6,2
pitchblende,pitch-blende,6,2
Regenerator,Re-ge-nerator,6,2
Exfoliation,E-xfo-lia-ti-on,6,1
quantifiers,quan-ti-fiers,6,1
snowshoeing,snows-hoeing,6,1
antioxidants,an-tio-xi-da-nts,6,6
asymmetrical,a-sym-me-tri-cal,6,6
backbreaking,back-brea-king,6,6
bloodletting,bloo-dlet-ting,6,6
computerised,com-pu-te-rised,6,6
conceptually,con-cep-tual-l-y,6,6
convalescing,con-va-les-cing,6,6
Crackerjacks,Crac-kerjacks,6,6
declassified,de-clas-si-fied,6,6
degenerating,de-ge-ne-ra-ting,6,6
destabilized,des-ta-bi-lized,6,6
discontented,dis-con-ten-ted,6,6
dispositions,dis-po-si-tions,6,6
flagellation,fla-gel-la-tion,6,6
horsewhipped,hor-sewhipped,6,6
hypoglycemia,hy-po-gly-ce-m-ia,6,6
impartiality,im-par-tia-li-t-y,6,6
implantation,im-plan-ta-tion,6,6
insecticides,in-sec-ti-cides,6,6
interpreters,in-ter-pre-ters,6,6
involvements,in-vol-vements,6,6
irregardless,ir-re-gar-dless,6,6
menstruating,mens-trua-ti-ng,6,6
mountaintops,moun-tain-tops,6,6
multimillion,mul-ti-mil-lion,6,6
multivitamin,mul-ti-vi-tamin,6,6
neutralizing,neu-tra-li-zing,6,6
nonexistence,no-ne-xis-tence,6,6
overcrowding,o-ver-crow-ding,6,6
peccadilloes,pec-ca-dil-loes,6,6
peripherally,pe-rip-he-rally,6,6
posthypnotic,post-hy-pno-tic,6,6
premenstrual,pre-mens-tr-ual,6,6
productively,pro-duc-ti-vely,6,6
prostituting,pros-ti-tu-ting,6,6
putrefaction,pu-tre-fac-tion,6,6
rationalized,ra-tio-na-lized,6,6
recalcitrant,re-cal-ci-trant,6,6
reciprocated,re-ci-pro-ca-ted,6,6
redecoration,re-de-co-ra-tion,6,6
refurbishing,re-fur-bis-hing,6,6
relinquished,re-lin-quished,6,6
sequentially,se-quen-tial-ly,6,6
stonewalling,sto-ne-walling,6,6
subarachnoid,su-ba-rac-hnoid,6,6
telegraphing,te-le-grap-hing,6,6
transcribing,trans-cri-bing,6,6
transponders,trans-pon-ders,6,6
triumphantly,triump-han-t-ly,6,6
turbocharged,tur-boc-harged,6,6
undocumented,un-do-cu-men-ted,6,6
unrecognized,un-re-co-gnized,6,6
Untouchables,Un-touc-ha-bles,6,6
vicissitudes,vi-cis-si-tudes,6,6
accoutrement,ac-cou-tre-ment,6,5
anticipatory,an-ti-ci-pa-to-ry,6,5
bankruptcies,ban-krupt-cies,6,5
christenings,chris-te-nings,6,5
connectivity,con-nec-ti-vi-ty,6,5
constricting,cons-tric-ting,6,5
continuances,con-ti-nuan-c-es,6,5
deceleration,de-ce-le-ra-tion,6,5
disenchanted,di-senc-han-ted,6,5
encyclopedic,en-cy-clo-pe-dic,6,5
exploitative,ex-ploi-ta-tive,6,5
friendliness,frien-dli-ness,6,5
homesickness,ho-me-sickness,6,5
internalized,in-ter-na-lized,6,5
malformation,mal-for-ma-tion,6,5
Marseillaise,Mar-seil-laise,6,5
militaristic,mi-li-ta-ris-tic,6,5
philodendron,phi-lo-den-dron,6,5
polyethylene,po-lyet-hy-le-ne,6,5
spectroscopy,spec-tros-co-py,6,5
speechwriter,speec-hwri-ter,6,5
subjectivity,sub-jec-ti-vi-ty,6,5
supplication,sup-pli-ca-tion,6,5
unobtainable,u-nob-tai-na-ble,6,5
warmongering,war-mon-ge-ring,6,5
barnstorming,barns-tor-ming,6,4
diverticulum,di-ver-ti-cu-lum,6,4
intercession,in-ter-ces-sion,6,4
nonalcoholic,no-nal-co-ho-lic,6,4
prepositions,pre-po-si-tions,6,4
prerogatives,pre-ro-ga-tives,6,4
proofreading,proo-frea-ding,6,4
radiological,ra-dio-lo-gi-c-al,6,4
reminiscence,re-mi-nis-cence,6,4
stepchildren,stepc-hil-dren,6,4
straightener,straigh-tener,6,4
subjectively,sub-jec-ti-vely,6,4
tranquilized,tran-qui-lized,6,4
cottonmouths,cot-ton-mouths,6,3
foreclosures,fo-re-closures,6,3
streptomycin,strep-to-my-cin,6,3
supremacists,su-pre-ma-cists,6,3
Adrenochrome,A-dre-noc-hrome,6,2
amalgamation,a-mal-ga-ma-tion,6,2
facilitation,fa-ci-li-ta-tion,6,2
phrenologist,phre-no-lo-gist,6,2
pressurizing,pres-su-ri-zing,6,2
electrometer,e-lec-tro-meter,6,1
folliculitis,fol-li-cu-li-tis,6,1
accessorizing,ac-ces-so-ri-zing,6,6
accoutrements,ac-cou-tre-ments,6,6
antipsychotic,an-ti-psyc-ho-tic,6,6
cannibalistic,can-ni-ba-lis-tic,6,6
coconspirator,co-cons-pi-rator,6,6
communicative,com-mu-ni-ca-tive,6,6
congratulates,con-gra-tu-lates,6,6
contortionist,con-tor-tio-nist,6,6
countersigned,coun-tersigned,6,6
disassociated,di-sas-so-cia-t-ed,6,6
horticultural,hor-ti-cul-tu-ral,6,6
indescribably,in-des-cri-ba-bly,6,6
irretrievably,ir-re-trie-va-bly,6,6
jurisdictions,ju-ris-dic-tions,6,6
micromanaging,mi-cro-ma-na-ging,6,6
ministrations,mi-nis-tra-tions,6,6
nullification,nul-li-fi-ca-tion,6,6
orchestration,orc-hes-tra-tion,6,6
oversensitive,o-ver-sen-si-tive,6,6
paediatrician,pae-dia-tri-ci-an,6,6
preprogrammed,pre-pro-grammed,6,6
reintegrating,rein-te-gra-ti-ng,6,6
retroactively,re-troac-ti-ve-ly,6,6
revolutionise,re-vo-lu-tio-nise,6,6
statesmanship,sta-te-smanship,6,6
subcontracted,sub-con-trac-ted,6,6
synchronicity,sync-hro-ni-ci-ty,6,6
thoughtlessly,though-tles-sly,6,6
troublemaking,trou-ble-ma-king,6,6
uncertainties,un-cer-tain-ties,6,6
unforeseeable,un-fo-re-see-able,6,6
unquestioning,un-ques-tio-ning,6,6
upperclassman,up-perclassman,6,6
arachnophobia,a-rac-hnop-ho-bia,6,5
boardinghouse,boar-ding-house,6,5
deterministic,de-ter-mi-nis-tic,6,5
disengagement,di-sen-ga-gement,6,5
eventualities,e-ven-tua-li-ties,6,5
exhibitionism,ex-hi-bi-tio-ni-sm,6,5
humanitarians,hu-ma-ni-ta-ri-ans,6,5
indoctrinated,in-doc-tri-na-ted,6,5
intelligences,in-tel-li-gen-ces,6,5
inventiveness,in-ven-ti-veness,6,5
nymphomaniacs,nymp-ho-ma-ni-acs,6,5
personalizing,per-so-na-li-zing,6,5
photoelectric,pho-toe-lec-tr-ic,6,5
postoperative,pos-to-pe-rative,6,5
pronouncement,pro-noun-cement,6,5
renegotiation,re-ne-go-tia-ti-on,6,5
screenwriters,screenw-ri-ters,6,5
seismologists,sei-smo-lo-gists,6,5
soundproofing,sound-proo-fing,6,5
unceremonious,un-ce-re-mo-nio-us,6,5
anaesthetised,a-naest-he-tised,6,4
civilisations,ci-vi-li-sa-tions,6,4
demilitarized,de-mi-li-ta-rized,6,4
huckleberries,huc-kle-ber-ries,6,4
impressionism,im-pres-sio-ni-sm,6,4
Naturellement,Na-tu-rellement,6,4
upperclassmen,up-perclassmen,6,4
effervescence,ef-fervescence,6,3
Kapellmeister,Ka-pellmeister,6,3
sophisticates,sop-his-ti-cates,6,3
authenticator,aut-hen-ticator,6,2
sympathectomy,sym-pat-hec-to-my,6,1
appreciatively,ap-pre-cia-ti-vely,6,6
confrontations,con-fron-ta-tions,6,6
conjunctivitis,con-junc-ti-vi-tis,6,6
conventionally,con-ven-tio-nal-ly,6,6
decontaminated,de-con-ta-mi-na-ted,6,6
diplomatically,di-plo-ma-ti-cally,6,6
directionality,di-rec-tio-nality,6,6
disillusioning,di-sil-lu-sio-ning,6,6
diverticulitis,di-ver-ti-cu-li-tis,6,6
encephalopathy,en-cep-ha-lo-pat-hy,6,6
extemporaneous,ex-tem-po-ra-neous,6,6
intentionality,in-ten-tio-na-li-ty,6,6
irreconcilable,ir-re-con-ci-la-ble,6,6
justifications,jus-ti-fi-ca-tions,6,6
licentiousness,li-cen-tio-usness,6,6
misconceptions,mis-con-cep-tions,6,6
phosphorescent,phosp-ho-rescent,6,6
propositioning,pro-po-si-tio-ning,6,6
reconstructing,re-cons-truc-ting,6,6
tranquillizers,tran-quil-lizers,6,6
underestimates,un-de-res-ti-mates,6,6
undernourished,un-der-nou-rished,6,6
circumnavigate,cir-cum-na-vigate,6,5
conspiratorial,cons-pi-ra-to-ri-al,6,5
hermaphrodites,her-map-hro-dites,6,5
undergraduates,un-der-gra-dua-tes,6,5
unidentifiable,u-ni-den-ti-fia-ble,6,5
vindictiveness,vin-dic-ti-veness,6,5
choreographers,cho-reo-grap-he-rs,6,4
sociologically,so-cio-lo-gically,6,4
democratically,de-mo-cra-ti-cally,6,3
microorganisms,mi-croor-ga-ni-s-ms,6,3
cytogeneticist,cy-to-ge-ne-ticist,6,1
Tetragrammaton,Te-tra-gram-ma-ton,6,1
cardiopulmonary,car-dio-pul-mo-na-r-y,6,6
disorganization,di-sor-ga-ni-za-tion,6,6
misrepresenting,mi-sre-pre-sen-ting,6,6
superconducting,su-per-con-duc-ting,6,6
maneuverability,ma-neu-ve-ra-bi-lity,6,5
paleontologists,pa-leon-to-lo-gi-sts,6,5
phosphorescence,phosp-ho-res-cence,6,5
unsportsmanlike,uns-por-tsman-like,6,5
intussusception,in-tus-sus-cep-tion,6,4
infinitesimally,in-fi-ni-te-si-mal-ly,6,3
monounsaturated,mo-noun-sa-tu-rated,6,1
intercontinental,in-ter-con-ti-nen-tal,6,6
counteroffensive,coun-te-rof-fen-sive,6,5
hyperventilation,hy-per-ven-ti-lation,6,5
constitutionality,cons-ti-tu-tio-na-li-ty,6,5
neurotransmitters,neu-ro-tran-smitters,6,4
disproportionately,dis-pro-por-tio-na-tely,6,6
uncharacteristically,unc-ha-rac-te-ris-ti-cally,6,6
counterrevolutionary,coun-ter-re-vo-lu-tio-na-ry,6,3
Qs,Q-s,5,5
wt,w-?-?-t,5,5
Xx,X-?-x,5,5
ea,ea,5,4
Qe,Qe,5,4
Xs,X-s,5,4
Hp,H-p,5,3
Np,N-p,5,2
Hak,Hak,5,5
irk,irk,5,5
iso,i-so,5,5
ita,i-ta,5,5
jut,jut,5,5
nib,nib,5,5
Slt,S-l-t,5,5
sud,sud,5,5
Yoy,Yoy,5,5
Dep,Dep,5,4
ess,ess,5,4
Eth,Eth,5,4
Fet,Fet,5,4
hed,hed,5,4
Hor,Hor,5,4
Kha,Kha,5,4
nar,nar,5,4
nol,nol,5,4
Sel,Sel,5,4
tun,tun,5,4
aet,aet,5,3
bis,bis,5,3
Dop,Dop,5,3
Esc,Esc,5,3
Gim,Gim,5,3
ouf,ouf,5,3
Pdl,P-d-l,5,3
Tss,T-s-s,5,3
Aku,A-ku,5,2
Gor,Gor,5,2
Moy,Moy,5,2
Noa,N-oa,5,2
owt,owt,5,2
Rab,Rab,5,2
erg,erg,5,1
Ghi,Ghi,5,1
Kaf,Kaf,5,1
Keb,Keb,5,1
Sml,S-m-l,5,1
tup,tup,5,1
Zax,Zax,5,1
Zep,Zep,5,1
abet,a-bet,5,5
aero,ae-ro,5,5
ales,ales,5,5
bios,bi-os,5,5
boho,bo-ho,5,5
Cern,Cern,5,5
cowl,cowl,5,5
crim,crim,5,5
curs,curs,5,5
Dews,Dews,5,5
Dian,Di-an,5,5
dray,dray,5,5
Duan,Duan,5,5
eave,eave,5,5
Egad,E-gad,5,5
fath,fath,5,5
gink,gink,5,5
glom,glom,5,5
Jann,Jann,5,5
jism,ji-sm,5,5
Lees,Lees,5,5
libs,libs,5,5
Maam,Maam,5,5
mins,mins,5,5
mots,mots,5,5
nolo,no-lo,5,5
plod,plod,5,5
pone,pone,5,5
puka,pu-ka,5,5
ques,ques,5,5
sags,sags,5,5
sare,sare,5,5
Sept,Sept,5,5
weal,weal,5,5
whan,whan,5,5
woos,woos,5,5
aahs,aahs,5,4
anni,an-ni,5,4
asps,asps,5,4
bilk,bilk,5,4
clew,clew,5,4
coos,coos,5,4
dozy,do-zy,5,4
Fant,Fant,5,4
Funt,Funt,5,4
goer,go-er,5,4
heme,heme,5,4
Hwan,Hwan,5,4
Itll,It-ll,5,4
kith,kith,5,4
loll,loll,5,4
Mele,Mele,5,4
Midi,Mi-di,5,4
oaky,oa-ky,5,4
onus,o-nus,5,4
pais,pais,5,4
pash,pash,5,4
peen,peen,5,4
poky,po-ky,5,4
Quod,Quod,5,4
sina,si-na,5,4
Supe,Supe,5,4
toed,toed,5,4
uric,u-ric,5,4
vell,vell,5,4
whir,whir,5,4
alee,a-lee,5,3
baka,ba-ka,5,3
Boer,Boer,5,3
conf,conf,5,3
Dern,Dern,5,3
Ghee,Ghee,5,3
Goff,Goff,5,3
Lave,Lave,5,3
Leva,Le-va,5,3
Lusk,Lusk,5,3
mang,mang,5,3
Moff,Moff,5,3
Mumm,Mumm,5,3
murk,murk,5,3
Nast,Nast,5,3
nock,nock,5,3
Pacs,Pacs,5,3
rame,rame,5,3
rasp,rasp,5,3
thro,thro,5,3
Toru,To-ru,5,3
Twee,Twee,5,3
Wyle,Wyle,5,3
Brod,Brod,5,2
Dees,Dees,5,2
Dolf,Dolf,5,2
Mola,Mo-la,5,2
pois,pois,5,2
rale,rale,5,2
Rima,Ri-ma,5,2
Susu,Su-su,5,2
wite,wite,5,2
Yoni,Yo-ni,5,2
akey,a-key,5,1
Anil,A-nil,5,1
Azan,A-zan,5,1
Dace,Dace,5,1
Doby,Do-by,5,1
gugu,gu-gu,5,1
Karn,Karn,5,1
lyam,ly-am,5,1
Raya,Ray-a,5,1
Sena,Se-na,5,1
Sord,Sord,5,1
Vire,Vire,5,1
Alder,Al-der,5,5
amble,am-ble,5,5
annum,an-num,5,5
Bizet,Bi-zet,5,5
blest,blest,5,5
blini,bli-ni,5,5
blips,blips,5,5
bongs,bongs,5,5
buxom,bu-xom,5,5
chard,chard,5,5
ciggy,cig-gy,5,5
conks,conks,5,5
coped,coped,5,5
curbs,curbs,5,5
damns,damns,5,5
deers,deers,5,5
dwelt,dwelt,5,5
eaves,eaves,5,5
floes,floes,5,5
foams,foams,5,5
folie,fo-lie,5,5
gazes,ga-zes,5,5
goopy,goo-py,5,5
grist,grist,5,5
gusty,gus-ty,5,5
halos,ha-los,5,5
hurls,hurls,5,5
imbue,im-bue,5,5
inbox,in-box,5,5
jolts,jolts,5,5
loath,loath,5,5
maven,ma-ven,5,5
muggy,mug-gy,5,5
Nehru,Ne-hru,5,5
ogled,o-gled,5,5
opals,o-pals,5,5
Orlon,Or-lon,5,5
pouts,pouts,5,5
Pshaw,Ps-haw,5,5
putts,putts,5,5
ravin,ra-vin,5,5
riles,riles,5,5
Riped,Riped,5,5
robed,robed,5,5
rumps,rumps,5,5
sated,sa-ted,5,5
shams,shams,5,5
sippy,sip-py,5,5
skits,skits,5,5
spina,spi-na,5,5
spire,spire,5,5
stags,stags,5,5
stria,stria,5,5
tapas,ta-pas,5,5
titch,titch,5,5
trawl,trawl,5,5
twant,twant,5,5
vexes,ve-xes,5,5
voids,voids,5,5
whang,whang,5,5
wispy,wis-py,5,5
woofs,woofs,5,5
Achoo,Ac-hoo,5,4
Aegis,Ae-gis,5,4
Alvar,Al-var,5,4
Amman,Am-man,5,4
aport,a-port,5,4
boggy,bog-gy,5,4
Boney,Bo-ney,5,4
Campo,Cam-po,5,4
carom,ca-rom,5,4
chide,chide,5,4
cites,cites,5,4
cruds,cruds,5,4
derma,der-ma,5,4
Drury,Dru-ry,5,4
duchy,duc-hy,5,4
Dumas,Du-mas,5,4
Frase,Frase,5,4
glyph,glyph,5,4
gnash,gnash,5,4
halfa,hal-fa,5,4
Helms,Helms,5,4
Heres,Heres,5,4
hexes,he-xes,5,4
Iraqi,I-ra-qi,5,4
Jakes,Jakes,5,4
jawed,jawed,5,4
Jinny,Jin-ny,5,4
litre,litre,5,4
lucks,lucks,5,4
lutes,lutes,5,4
Masai,Ma-s-ai,5,4
mayst,mayst,5,4
mazes,ma-zes,5,4
mimed,mimed,5,4
mylar,my-lar,5,4
natal,na-tal,5,4
Palma,Pal-ma,5,4
pense,pense,5,4
retry,re-try,5,4
sooty,soo-ty,5,4
Sower,So-wer,5,4
spick,spick,5,4
Sulla,Sul-la,5,4
tarty,tar-ty,5,4
tills,tills,5,4
wrack,wrack,5,4
yappy,yap-py,5,4
yoked,yoked,5,4
zines,zines,5,4
Zulus,Zu-lus,5,4
abate,a-bate,5,3
Aspca,Asp-c-a,5,3
baddy,bad-dy,5,3
borax,bo-rax,5,3
braes,braes,5,3
Crump,Crump,5,3
crunk,crunk,5,3
fitty,fit-ty,5,3
glace,glace,5,3
gonne,gonne,5,3
haply,ha-ply,5,3
kanji,kan-ji,5,3
manky,man-ky,5,3
Neons,Ne-ons,5,3
Pease,Pease,5,3
pined,pined,5,3
Pross,Pross,5,3
scrum,scrum,5,3
Snots,Snots,5,3
Swash,Swash,5,3
unfix,un-fix,5,3
usury,u-su-ry,5,3
